State,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"(9, 20)",19581013.92113328,22119567.87155243,21864101.716516096,21904796.434622966,21730387.819579903,21129893.642856758,21006225.11825284,21203168.105074145,20520288.837771602,20286150.97601406,20434094.567558084,20023604.31095775,19808396.60268662,19441691.9084688,18971743.097320948,18747621.96352755,18318972.987960674,17812997.299584575,17015789.32142201,17123900.857705712,16734133.172905194,15986647.921794113,15572869.377532467,15424925.673386574,14940649.987600897,14478132.7623838,13979946.106635256,13512974.199984273,13179679.37309824,12789390.20434232,12438546.715251485,12108437.434140813,11851588.78543313,11690920.831744563,11720349.144082038,11851490.426600164,11964787.82180603,12079010.037033083,11924709.149715735,11904696.884447718,11821743.570763826,11638860.019834517,11411259.698459027,11168593.838643165,11209732.2473385,10951269.244564174,10814889.834394393,10636182.13304127,10424812.351232646,10202742.629939971,9960749.315539297,9772784.662069913,9577431.98656815,9425272.585108222,9335758.944147917,9325200.053302394,9277105.935101707,9162502.055046393,8819711.858625915,8822704.82246755,8243658.648004892,8374056.3480213685,8033118.104387071,7662250.845463774,7201082.69720341,6954924.791136801,6479249.162805598,6132056.06951317,5935428.1309485305,5516768.106169391,5130459.25951479,4749221.420320112,4373604.712412902,3951140.924169879,3541754.838004788,3165343.8052986492,2734839.6202723486,2325017.517931893,1872939.2658417881,1448146.0467855716,1143492.2970222917,846873.8623520966,578489.437875307,372109.89925034053,245699.96227351634,164856.6234444716,137067.65629382667,147750.59552621457,166834.74279226767,233564.6529072888,285702.9337132122,293410.176103418,275146.764421447,181382.07392977065,79562.3693651866,18222.86601681312,1294.426440022016,0.0,0.0,0.0,0.0,0.0,0.0
"(18, 0)",19581013.92113328,22927249.75858691,22810501.423765145,22726473.66565819,22484414.66030284,22293832.95704191,22232546.833404727,22045380.07386483,21373605.119041927,21412228.518318646,21361780.638868984,21051970.6648305,20664618.880877137,20296856.651063118,19997985.537458412,19604182.310568396,19202551.10309049,18805187.894744635,18140951.513630196,17844464.483179692,17474702.524931826,16627939.659713909,16201355.517691327,16281561.498695675,15796476.20949293,15334958.020081004,14836685.802813072,14369332.586115517,14036190.661842315,13645380.397485603,13295271.800948635,12965625.467595315,12709544.196210727,12549323.696924474,12577802.557773907,12708325.53754346,12821470.557799606,13012005.590493433,13021551.564416904,12787641.69501471,12688238.650325958,12855613.980022067,12309823.853630507,12113804.24328921,12082330.310810037,11860340.397540323,11689709.428083744,11492990.483354999,11281603.37078894,11059516.794011137,10817508.52429015,10629530.591687005,10434163.361831408,10281807.90186675,10191899.372280393,10155068.40171885,10133592.103188194,9963186.544126365,9740344.747743586,9562747.19734009,9399107.303454995,9113837.937508343,8902280.988579541,8653455.328940684,8208826.9197279,7884405.185824918,7547439.906756081,7160248.078198117,6763941.30314518,6339032.770540727,5918641.622372979,5534133.980595342,5147154.49698468,4713494.3493473455,4298765.72557985,3917763.7249258296,3481344.7317277584,3063051.3264209325,2603496.1063974155,2169197.2788598826,1846830.43951993,1518813.2926696194,1193521.5178596114,900756.3735306129,694155.715815347,539096.8869565709,491624.1072645536,547437.1131174687,615236.2750213557,777909.6029517399,887764.4159370844,924707.7350027184,908964.1532121522,763398.4927895216,554683.1527183681,343681.9371062521,189396.0637680304,82430.33646571448,18403.318051336784,674.4575119324862,0.0,0.0,0.0
"(18, 4)",19581013.92113328,22615462.098769892,22506446.456635963,22449676.792789385,22172675.12423081,21982072.607601766,21853791.934476566,21738446.46096954,21063332.834602144,21245228.90634718,21050207.4914494,20740397.51783406,20353045.735611733,19985283.509860728,19686412.397286844,19292609.17527681,18890977.97863369,18493614.8007499,17875771.4327788,17588168.021347757,17218972.293428216,16365459.447207842,15966334.446214145,15969988.612498846,15484903.099895569,15023384.909857487,14525112.893291058,14057760.463880543,13724618.877151553,13333812.71351623,12983699.107891139,12654052.327706398,12397971.066113139,12237750.578282582,12266229.43605765,12396752.41486028,12509897.431737972,12700432.45529871,12709766.238968872,12465036.412249697,12358528.792504132,12544040.832234364,12158721.639091603,11814898.422489628,11707700.277059667,11580762.663956935,11378136.282347742,11181417.344817048,10970030.236727221,10747943.648051227,10505935.38386842,10317957.457815472,10122590.236217694,9970234.794701958,9880326.252793923,9850496.526416022,9822018.956390359,9658283.178610587,9437711.755314708,9255901.688027218,9095263.30440271,8817465.90525398,8605284.066648439,8052523.762918731,7940987.137031781,7572832.04790557,7243056.565326411,6848674.966596078,6452368.287182269,6027460.124645203,5607070.23261548,5222563.321629515,4835587.266497435,4401941.105235586,3987235.143567903,3606284.016693917,3170091.452428778,2751928.491468804,2293942.4158985643,1863577.5015645204,1546920.0042415468,1229327.9779800423,926462.9609448329,657727.1384162554,475747.44063771155,347128.81643814093,304685.674731649,335613.0355064103,380485.8531990873,507125.6909639538,597973.4850899052,623888.9505836159,606197.488833897,468511.2285272516,285303.7967521817,135008.2544420307,52281.158698225765,10025.822606067512,182.30112925480466,0.0,0.0,0.0,0.0
"(18, 8)",19581013.92113328,22323766.350418195,22194874.73944392,22138110.535146005,21870386.454707894,21671096.54458483,21609400.53776057,21376034.38077858,21246137.006708294,21024807.12577891,20738634.345204167,20428824.376190465,20041472.626211073,19673710.46837826,19374839.40998218,18981036.264684454,18579405.11519137,18182041.987144016,17571350.025013857,17402625.822294742,16909431.199357618,16250957.828247514,15834212.675639257,15658415.798999265,15173330.017320601,14711811.895373521,14213540.29420879,13746189.473748337,13413050.78642913,13022250.875909986,12672129.128906364,12342481.492011882,12086397.941905154,11926177.466324603,11954656.316236977,12085179.29225378,12198324.305680757,12388859.32010399,12398193.097807087,12153463.268815,12046955.644675134,12070036.735515399,11883117.126514718,11538869.627473671,11495006.004612159,11290926.384759443,11066563.139214234,10869844.208382167,10658457.109726172,10436370.524761157,10194362.296616537,10006384.34051861,9811017.130956763,9658661.733701332,9568753.191455461,9551287.84905266,9510445.815218627,9360404.15440495,9134678.022502309,9057277.888559489,8795339.65820141,8530879.341734366,8323081.625538468,8030309.09521124,7629414.053117905,7261259.363202214,6931483.476949837,6537101.951220121,6140795.581683582,5715888.466998937,5295501.465712444,4910997.352816343,4524032.677009817,4090428.308204582,3675858.5026157717,3295205.954666514,2859593.1802918296,2441912.0286110966,1989379.1616039746,1567103.362164147,1258990.193000225,960940.621348711,684173.2979721887,449923.2300548195,301238.92508179776,205211.5333890855,172915.79905538217,186980.6440744244,211060.70918314738,292670.05676133203,354097.73987918306,363749.03166716755,343454.80040492106,238536.9052985228,118899.89631107269,36723.601197795935,5580.489521077949,108.42036659307895,0.0,0.0,0.0,0.0,0.0
"(18, 12)",19581013.92113328,22041308.86738027,21766128.831747416,21826658.545147456,21652103.351575583,21397934.121169973,21297827.427211132,21124975.998958673,20776946.52198346,20630161.053630464,20427061.440194458,20117251.526243296,19729899.811123606,19362137.655042518,19063266.596382543,18669463.454088483,18267832.330503896,17870469.19130402,17269433.958155222,17091053.0061344,16656007.984001582,16128687.327704037,15688267.502285717,15346843.010675745,14861757.377772935,14400239.355634805,13901968.015014693,13434621.48834888,13101487.500633165,12710706.74031826,12360645.200802105,12030961.455315886,11774873.332267908,11614604.628735468,11643083.276924852,11773606.209763868,11886751.215141581,12077286.240912912,12086619.95664531,11841890.125380304,11740620.957641628,11757525.422166552,11654222.236440424,11280752.090276401,11195039.803281538,10979353.2412323,10754990.002276253,10558271.080894524,10346883.991581002,10124797.50864829,9882789.661288286,9694811.941947008,9499445.366639443,9347089.146473186,9257180.648221573,9246745.369393893,9198872.992783409,9084442.589369146,8899597.103709422,8745704.77231537,8482840.944812777,8258072.515796276,8012802.497453747,7718736.046821757,7317841.003225917,6949686.8770753015,6619910.508962027,6225529.20293172,5829223.67784362,5404319.3122078935,4983942.479117029,4599466.784211753,4213510.781992765,3784440.0547029614,3374204.079221412,2997535.638252618,2566271.8596931747,2152630.3030454093,1702907.2873926733,1289793.3333175497,994369.8534780142,719539.3958008697,475113.8847887777,290493.05658695265,181655.57635249698,116147.9166457988,92642.71436830399,97465.76822286897,108343.95091748844,155275.66311689685,189979.29371525988,190226.68257545802,170885.10794990687,97857.64242770444,30560.868879682475,3389.119492808093,40.25907805692936,0.0,0.0,0.0,0.0,0.0,0.0
"(18, 16)",19581013.92113328,21729857.982868724,21571961.27256511,21515206.99091959,21340566.8203806,21114489.41008644,20986254.61084821,20813403.182607736,20502782.483128402,20404401.279035013,20115488.624015015,19805678.710269064,19418326.996347386,19050564.84217037,18751693.783077672,18357890.654018667,17956259.580198754,17558896.46088441,16937647.438933477,16779480.399042275,16344437.008686466,15887400.92891595,15446033.125655688,15035270.270153528,14550185.087669713,14088666.992219085,13590400.027037501,13123063.64869055,12789961.422760487,12399336.698843641,12049265.499520186,11719897.775008349,11463919.804756561,11303911.471161421,11331785.563323095,11462033.428171951,11575178.248062873,11765713.323161686,11783778.64862676,11548474.48484912,11423809.427386753,11390535.601660028,11378464.637602525,11001612.596469799,10896491.248550987,10667780.107497899,10443416.88380781,10246697.997321714,10035311.08380254,9813225.44475596,9571221.974105459,9383256.807846017,9187909.054883169,9035574.111806387,8945661.274743851,8935233.02193061,8887371.524721755,8772869.517608153,8588024.05163061,8434131.709063575,8165516.969896518,7914804.012215237,7744354.410118498,7407163.879164314,7006268.361782561,6638125.230449581,6156036.210042682,5915557.304331308,5523553.146560153,5103164.775786271,4687258.49192241,4307027.36581908,3924354.647189459,3495355.891397368,3088035.898998086,2730300.4443583083,2300897.090869715,1892915.65759158,1450698.910148981,1046499.882612858,768866.7064680913,524075.36449772987,328034.39235543436,184456.003728683,104269.75171117642,60115.73581342567,44883.556567537664,44703.7638715096,47718.45342126516,68967.17242988409,83898.45286576243,77401.71933796312,61020.48330923221,22907.78956849493,2691.2559494028824,16.821914154459787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(18, 20)",19581013.92113328,21418534.11319612,21260889.53477971,21203758.504026078,21029351.47625534,20803320.448694613,20674889.383427467,20502128.569655396,20214048.029685784,20089408.271675546,19804179.087821137,19494869.699817114,19107357.057810243,18740652.46801216,18440981.37148835,18046582.69156941,17645495.882765748,17247718.12960032,16534837.818920465,16468042.771792434,16033124.204841213,15577548.204833195,15134816.680236239,14723886.357077204,14239612.955416325,13777095.217216555,13278933.450528191,12812044.308340041,12478885.395519948,12089281.264795573,11739063.493635375,11410999.022076655,11157066.135265352,11000202.464198982,11024942.774822032,11152673.554634105,11264940.545297412,11454599.509840095,11495754.918732503,11245855.707164885,11112269.30125077,11280364.936750855,11066925.702516936,10674151.049613997,10584943.69618022,10356229.645688012,10131873.793103859,9935143.031212728,9723774.60194315,9501709.533677537,9259734.846068095,9071782.10084148,8876481.706410604,8724485.953131188,8634965.479683721,8624197.72978587,8576068.358306065,8461462.646953274,8276640.316855647,8122790.719952446,7940349.432872381,7738736.932400885,7450667.567245274,7103659.705302177,6706967.928499674,6343275.48460466,6017305.7117809495,5626542.767731678,5234389.768382346,4815727.504035211,4429432.900850225,4048204.735326254,3672630.003181585,3250347.9365477962,2841311.945783305,2465463.5325320866,2037528.8663434451,1631649.143225258,1199454.1977016495,819295.4980950713,568968.0648186832,368866.0067440635,211246.8198712403,106756.32604157801,53652.82161965751,27491.966391687885,19050.700492948203,17438.270168094947,17224.838930247173,24506.715613767803,27546.161361212326,20824.1635983377,11793.063263043643,1749.7049458923107,13.076244357182151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 0)",19581013.92113328,22274918.330836177,22117028.89352972,22060228.151225504,21885832.140766136,21738404.83974909,21531555.518433683,21358656.981983036,21027149.620450314,20949653.79344765,20660741.17507922,20350931.547177088,19963581.383848656,19595828.073302492,19296946.81302571,18903145.40195951,18501539.067152943,18104156.97376468,17681634.520888712,17324797.5642322,16889912.682079017,16373278.751811575,15930812.307763126,15580521.938047167,15095439.114948157,14633921.752198657,14135674.187269831,13668448.357532362,13335569.834967475,12945793.265395347,12597240.097182173,12272291.306653293,12023769.680602109,11874640.326153949,11895365.985976556,12015913.122845467,12126882.98896813,12314556.569371821,12393551.58798674,12412647.920051116,12224186.987865007,12154574.397541072,11923705.857040102,11657463.690281294,11441744.271187605,11213033.184966635,10988670.241612218,10791952.159803132,10580570.037995908,10358507.509956941,10116594.8869875,9928709.181693854,9733669.492811605,9581958.112695785,9492305.859309552,9480735.053571615,9432609.301916553,9318157.348354379,9133277.32707606,8979385.365777813,8796793.898686135,8595355.598031864,8304649.410484085,7952426.840793012,7551560.683552387,7183525.245443471,6853955.700910116,6459208.735424091,6062902.557171984,5637996.314519203,5217612.82691652,4833107.764757661,4446145.915659114,4012557.988110235,3597923.2013513246,3217128.1813849923,2781436.634015004,2364225.2668311084,1911104.8132687116,1491827.1081176947,1188500.8561231205,895631.5146753788,625383.8143376557,400131.28924675455,256606.55613766436,167885.44690937418,136799.2862586787,145508.4475649183,163025.26784970128,232287.32021903837,285268.0758576104,288440.9428985945,264346.95992022863,155386.83703984547,57192.970454021684,10058.12152613413,782.8776863451839,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 4)",19581013.92113328,21963345.183014352,21805455.74581893,21748655.003489856,21574258.99318328,21426831.692503538,21219982.371452864,21047083.834650256,20721193.954627827,20638080.647165824,20349168.0310392,20039358.40690762,19652008.254339673,19284254.964016683,18985373.699337803,18591572.314913068,18189966.06498816,17792584.028895076,17370061.815694712,17013225.292215098,16578340.979966844,16121535.741800018,15679711.985282505,15268949.111348761,14783866.16466024,14322349.18785059,13824103.258538444,13356880.444330525,13024003.812756857,12634235.401530297,12285667.287143303,11960718.189268336,11712196.586366089,11563067.25458305,11583792.913957858,11704340.06227528,11815309.936513625,12002983.515496746,12081978.54637867,12101074.899656923,11947091.329812493,11840235.227191783,11612132.709929997,11345890.545198843,11130171.1284474,10901460.046146328,10677097.11255904,10480379.067020275,10268997.093131242,10046934.416642632,9805021.784779185,9617136.178298252,9422096.544085426,9270385.39513403,9180733.118720865,9169162.062313387,9121036.227700455,9006584.39381586,8821704.189777296,8667812.237320904,8485220.786034232,8283782.486218877,7993076.464266528,7640854.790830453,7239989.51786746,6871960.54021942,6542399.077834228,6147636.158234306,5751331.205422115,5326428.866285318,4906057.162331878,4521561.939028818,4134633.3234433583,3701152.350196489,3286701.8839810323,2906306.5655296044,2471925.5333659146,2056532.172201794,1610896.922135301,1207933.7395701658,924431.5532348376,657949.1785366139,423699.220200984,244935.13065105275,141285.78021752203,82515.51030206468,62812.649471742385,63616.321425263566,68408.33381620364,99414.62391117652,120800.97441886066,112714.82922829832,92607.92190399031,42283.849891831145,7234.2641620474715,288.2679593828363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 8)",19581013.92113328,21651774.861571524,21493885.857420996,21437085.09797845,21262685.845995758,21115258.546834286,20908409.226929594,20735510.690440837,20545098.819092218,20326507.508312248,20037594.903438505,19727785.292255644,19340435.203049634,18972682.03015565,18673800.824918475,18279999.52407037,17878393.323635437,17481011.26649913,17058489.17686428,16701653.032529155,16266769.335320076,15809965.540735666,15368139.209623402,14957376.401452998,14472294.044399222,14010777.265136894,13512534.033968149,13045321.102696776,12712450.912046893,12322697.126079004,11974132.975220516,11649145.086922633,11400623.508970218,11251494.19701727,11272219.850634241,11392767.002694342,11503736.884586824,11691410.461651232,11770405.5047706,11789501.879262732,11658439.68976385,11531428.10240386,11300559.563281046,11034317.402839364,10818597.992605602,10589886.923244767,10365524.002247702,10168805.986472147,9957424.188502174,9735361.491649391,9493448.92573776,9305563.291715713,9110523.78671155,8958812.946367795,8869160.72300956,8857589.255389692,8809463.222829698,8695011.491026983,8510131.134861648,8356239.134248611,8173647.686181317,7972209.374466297,7681503.550777051,7329282.742894777,6928418.6054011565,6560395.977635854,6230842.648851744,5836064.541349186,5439762.357374053,5014867.32583078,4594515.093304809,4210044.447459861,3823197.488690537,3390012.1348083476,2975995.445606459,2596390.3083163183,2165391.9832179802,1754961.243766722,1323895.9755163796,944745.0774328402,687934.2669404534,455529.1723647312,266684.4983564006,136841.00393933486,70879.5759529421,38367.67184858128,26729.020325258633,25374.01929188287,25632.383340670105,37156.81754239634,42894.82207778227,35757.66252649743,23390.281528955067,5466.138541094125,223.79539724909685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 12)",19581013.92113328,21340292.011571776,21182408.728251424,21125620.33900427,20951112.7505703,20803685.436666664,20596836.159554873,20423937.65807264,20233525.821938526,20014934.570460163,19726022.024273444,19416212.455911055,19028862.39435423,18661109.246636022,18362228.039053954,17968426.8066809,17566820.8298336,17169438.80630365,16746916.839572491,16390080.883736765,15955198.24127261,15498397.554535033,15056566.463746158,14645803.86881966,14160724.506144535,13699207.072558347,13200980.712844865,12733803.30210291,12400956.391553747,12011352.565289833,11662794.370176518,11337633.946008183,11089058.826641457,10939922.249785725,10960647.70503335,11081194.184848849,11192163.879771756,11379837.413442664,11458832.463182073,11477928.858868547,11373639.503510276,11219854.955493726,10988986.419473886,10722744.274357758,10507024.874663426,10278313.853591183,10053951.085392399,9857233.164390229,9645851.62752625,9423790.936954843,9181882.542907737,8993998.700498473,8798975.730109327,8647241.25831624,8557589.124709435,8546017.397521397,8497890.57399204,8383438.792125932,8198558.381662398,8044666.433827885,7862074.977187167,7660636.476680927,7369930.688832403,7017710.705690277,6616847.833565484,6248831.638284721,5919286.732667386,5524495.071013912,5128198.943338446,4703321.602466278,4283020.955990088,3898589.3316776287,3512608.4792739186,3083898.0085344417,2674097.786518714,2298741.6829810343,1872166.8482879403,1465273.2649424304,1054965.95943515,709421.0152517847,483486.0299628878,295326.7309870371,158495.81114536905,74035.74988994797,33954.37222339382,16252.896759147363,10175.476325916672,8657.068216475334,7772.9233591005295,10621.541748988193,10749.06989416665,6556.365676837175,2458.5404772126044,128.06046355717277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 16)",19581013.92113328,21028859.126591925,20870996.5971317,20814174.966078848,20639590.9567509,20492112.606689885,20285263.34517137,20112364.842076708,19921953.006928492,19703361.755019035,19414449.209671173,19104639.643685848,18717289.596592434,18349536.544273566,18050655.262557548,17656854.211387403,17255248.985548206,16857867.240025356,16435348.041640045,16078514.48963525,15643640.739090905,15186852.307521688,14744994.08707664,14334232.913213396,13849158.531702219,13387646.132887537,12889463.552219586,12422556.850753395,12089912.390344178,11701435.822584575,11353823.486238107,11030726.823157635,10783309.155762466,10632942.944976065,10650874.158194507,10769667.832092749,10880592.76148001,11068264.76472352,11147259.432058984,11166355.838499224,11067909.740445005,10908286.593247607,10677425.142113745,10411171.187603693,10195451.8505073,9966741.563833,9742378.831679126,9545663.035148975,9334288.590105431,9112242.584257139,8870378.462409621,8682575.88203378,8487542.153395062,8335831.34411521,8246125.652982287,8234511.819425499,8186384.134555204,8071867.86760014,7886985.929470759,7733094.47093105,7550504.04338514,7349065.332999846,7058363.569701894,6706156.2051554015,6305301.528781458,5937338.083620501,5607817.838778168,5214518.690774227,4822517.28364099,4402139.772763478,3986274.387304043,3606078.9682357875,3223551.1203261083,2796074.4716806044,2389758.084165532,2033859.8255459806,1613339.237194708,1221268.8253473795,826381.2612314415,508282.88132866484,325147.23644957744,186493.52955447056,90690.22784750599,36858.69753015536,14417.153997982543,5849.690722494301,3151.727982302651,2264.0437929419295,1614.1142196531803,1870.9541351751052,1433.0876632110014,425.11334106200013,43.46251174658447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
